SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP
40,3,6,1,0,Alabama,Alabama,4779736
50,3,6,1,1,Alabama,Autauga County,54571
50,3,6,1,3,Alabama,Baldwin County,182265
50,3,6,1,5,Alabama,Barbour County,27457
50,3,6,1,7,Alabama,Bibb County,22915
50,3,6,1,9,Alabama,Blount County,57322
50,3,6,1,11,Alabama,Bullock County,10914
50,3,6,1,13,Alabama,Butler County,20947
50,3,6,1,15,Alabama,Calhoun County,118572
50,3,6,1,17,Alabama,Chambers County,34215
50,3,6,1,19,Alabama,Cherokee County,25989
50,3,6,1,21,Alabama,Chilton County,43643
50,3,6,1,23,Alabama,Choctaw County,13859
50,3,6,1,25,Alabama,Clarke County,25833
50,3,6,1,27,Alabama,Clay County,13932
50,3,6,1,29,Alabama,Cleburne County,14972
50,3,6,1,31,Alabama,Coffee County,49948
50,3,6,1,33,Alabama,Colbert County,54428
50,3,6,1,35,Alabama,Conecuh County,13228
50,3,6,1,37,Alabama,Coosa County,11539
50,3,6,1,39,Alabama,Covington County,37765
50,3,6,1,41,Alabama,Crenshaw County,13906
50,3,6,1,43,Alabama,Cullman County,80406
50,3,6,1,45,Alabama,Dale County,50251
50,3,6,1,47,Alabama,Dallas County,43820
50,3,6,1,49,Alabama,DeKalb County,71109
50,3,6,1,51,Alabama,Elmore County,79303
50,3,6,1,53,Alabama,Escambia County,38319
50,3,6,1,55,Alabama,Etowah County,104430
50,3,6,1,57,Alabama,Fayette County,17241
50,3,6,1,59,Alabama,Franklin County,31704
50,3,6,1,61,Alabama,Geneva County,26790
50,3,6,1,63,Alabama,Greene County,9045
50,3,6,1,65,Alabama,Hale County,15760
50,3,6,1,67,Alabama,Henry County,17302
50,3,6,1,69,Alabama,Houston County,101547
50,3,6,1,71,Alabama,Jackson County,53227
50,3,6,1,73,Alabama,Jefferson County,658466
50,3,6,1,75,Alabama,Lamar County,14564
50,3,6,1,77,Alabama,Lauderdale County,92709
50,3,6,1,79,Alabama,Lawrence County,34339
50,3,6,1,81,Alabama,Lee County,140247
50,3,6,1,83,Alabama,Limestone County,82782
50,3,6,1,85,Alabama,Lowndes County,11299
50,3,6,1,87,Alabama,Macon County,21452
50,3,6,1,89,Alabama,Madison County,334811
50,3,6,1,91,Alabama,Marengo County,21027
50,3,6,1,93,Alabama,Marion County,30776
50,3,6,1,95,Alabama,Marshall County,93019
50,3,6,1,97,Alabama,Mobile County,412992
50,3,6,1,99,Alabama,Monroe County,23068
50,3,6,1,101,Alabama,Montgomery County,229363
50,3,6,1,103,Alabama,Morgan County,119490
50,3,6,1,105,Alabama,Perry County,10591
50,3,6,1,107,Alabama,Pickens County,19746
50,3,6,1,109,Alabama,Pike County,32899
50,3,6,1,111,Alabama,Randolph County,22913
50,3,6,1,113,Alabama,Russell County,52947
50,3,6,1,115,Alabama,St. Clair County,83593
50,3,6,1,117,Alabama,Shelby County,195085
50,3,6,1,119,Alabama,Sumter County,13763
50,3,6,1,121,Alabama,Talladega County,82291
50,3,6,1,123,Alabama,Tallapoosa County,41616
50,3,6,1,125,Alabama,Tuscaloosa County,194656
50,3,6,1,127,Alabama,Walker County,67023
50,3,6,1,129,Alabama,Washington County,17581
50,3,6,1,131,Alabama,Wilcox County,11670
50,3,6,1,133,Alabama,Winston County,24484
40,4,9,2,0,Alaska,Alaska,710231
50,4,9,2,13,Alaska,Aleutians East Borough,3141
50,4,9,2,16,Alaska,Aleutians West Census Area,5561
50,4,9,2,20,Alaska,Anchorage Municipality,291826
50,4,9,2,50,Alaska,Bethel Census Area,17013
50,4,9,2,60,Alaska,Bristol Bay Borough,997
50,4,9,2,68,Alaska,Denali Borough,1826
50,4,9,2,70,Alaska,Dillingham Census Area,4847
50,4,9,2,90,Alaska,Fairbanks North Star Borough,97581
50,4,9,2,100,Alaska,Haines Borough,2508
50,4,9,2,105,Alaska,Hoonah-Angoon Census Area,2150
50,4,9,2,110,Alaska,Juneau City and Borough,31275
50,4,9,2,122,Alaska,Kenai Peninsula Borough,55400
50,4,9,2,130,Alaska,Ketchikan Gateway Borough,13477
50,4,9,2,150,Alaska,Kodiak Island Borough,13592
50,4,9,2,158,Alaska,Kusilvak Census Area,7459
50,4,9,2,164,Alaska,Lake and Peninsula Borough,1631
50,4,9,2,170,Alaska,Matanuska-Susitna Borough,88995
50,4,9,2,180,Alaska,Nome Census Area,9492
50,4,9,2,185,Alaska,North Slope Borough,9430
50,4,9,2,188,Alaska,Northwest Arctic Borough,7523
50,4,9,2,195,Alaska,Petersburg Borough,3815
50,4,9,2,198,Alaska,Prince of Wales-Hyder Census Area,5559
50,4,9,2,220,Alaska,Sitka City and Borough,8881
50,4,9,2,230,Alaska,Skagway Municipality,968
50,4,9,2,240,Alaska,Southeast Fairbanks Census Area,7029
50,4,9,2,261,Alaska,Valdez-Cordova Census Area,9636
50,4,9,2,275,Alaska,Wrangell City and Borough,2369
50,4,9,2,282,Alaska,Yakutat City and Borough,662
50,4,9,2,290,Alaska,Yukon-Koyukuk Census Area,5588
40,4,8,4,0,Arizona,Arizona,6392017
50,4,8,4,1,Arizona,Apache County,71518
50,4,8,4,3,Arizona,Cochise County,131346
50,4,8,4,5,Arizona,Coconino County,134421
50,4,8,4,7,Arizona,Gila County,53597
50,4,8,4,9,Arizona,Graham County,37220
50,4,8,4,11,Arizona,Greenlee County,8437
50,4,8,4,12,Arizona,La Paz County,20489
50,4,8,4,13,Arizona,Maricopa County,3817117
50,4,8,4,15,Arizona,Mohave County,200186
50,4,8,4,17,Arizona,Navajo County,107449
50,4,8,4,19,Arizona,Pima County,980263
50,4,8,4,21,Arizona,Pinal County,375770
50,4,8,4,23,Arizona,Santa Cruz County,47420
50,4,8,4,25,Arizona,Yavapai County,211033
50,4,8,4,27,Arizona,Yuma County,195751
40,3,7,5,0,Arkansas,Arkansas,2915918
50,3,7,5,1,Arkansas,Arkansas County,19019
50,3,7,5,3,Arkansas,Ashley County,21853
50,3,7,5,5,Arkansas,Baxter County,41513
50,3,7,5,7,Arkansas,Benton County,221339
50,3,7,5,9,Arkansas,Boone County,36903
50,3,7,5,11,Arkansas,Bradley County,11508
50,3,7,5,13,Arkansas,Calhoun County,5368
50,3,7,5,15,Arkansas,Carroll County,27446
50,3,7,5,17,Arkansas,Chicot County,11800
50,3,7,5,19,Arkansas,Clark County,22995
50,3,7,5,21,Arkansas,Clay County,16083
50,3,7,5,23,Arkansas,Cleburne County,25970
50,3,7,5,25,Arkansas,Cleveland County,8689
50,3,7,5,27,Arkansas,Columbia County,24552
50,3,7,5,29,Arkansas,Conway County,21273
50,3,7,5,31,Arkansas,Craighead County,96443
50,3,7,5,33,Arkansas,Crawford County,61948
50,3,7,5,35,Arkansas,Crittenden County,50902
50,3,7,5,37,Arkansas,Cross County,17870
50,3,7,5,39,Arkansas,Dallas County,8116
50,3,7,5,41,Arkansas,Desha County,13008
50,3,7,5,43,Arkansas,Drew County,18509
50,3,7,5,45,Arkansas,Faulkner County,113237
50,3,7,5,47,Arkansas,Franklin County,18125
50,3,7,5,49,Arkansas,Fulton County,12245
50,3,7,5,51,Arkansas,Garland County,96024
50,3,7,5,53,Arkansas,Grant County,17853
50,3,7,5,55,Arkansas,Greene County,42090
50,3,7,5,57,Arkansas,Hempstead County,22609
50,3,7,5,59,Arkansas,Hot Spring County,32923
50,3,7,5,61,Arkansas,Howard County,13789
50,3,7,5,63,Arkansas,Independence County,36647
50,3,7,5,65,Arkansas,Izard County,13696
50,3,7,5,67,Arkansas,Jackson County,17997
50,3,7,5,69,Arkansas,Jefferson County,77435
50,3,7,5,71,Arkansas,Johnson County,25540
50,3,7,5,73,Arkansas,Lafayette County,7645
50,3,7,5,75,Arkansas,Lawrence County,17415
50,3,7,5,77,Arkansas,Lee County,10424
50,3,7,5,79,Arkansas,Lincoln County,14134
50,3,7,5,81,Arkansas,Little River County,13171
50,3,7,5,83,Arkansas,Logan County,22353
50,3,7,5,85,Arkansas,Lonoke County,68356
50,3,7,5,87,Arkansas,Madison County,15717
50,3,7,5,89,Arkansas,Marion County,16653
50,3,7,5,91,Arkansas,Miller County,43462
50,3,7,5,93,Arkansas,Mississippi County,46480
50,3,7,5,95,Arkansas,Monroe County,8149
50,3,7,5,97,Arkansas,Montgomery County,9487
50,3,7,5,99,Arkansas,Nevada County,8997
50,3,7,5,101,Arkansas,Newton County,8330
50,3,7,5,103,Arkansas,Ouachita County,26120
50,3,7,5,105,Arkansas,Perry County,10445
50,3,7,5,107,Arkansas,Phillips County,21757
50,3,7,5,109,Arkansas,Pike County,11291
50,3,7,5,111,Arkansas,Poinsett County,24583
50,3,7,5,113,Arkansas,Polk County,20662
50,3,7,5,115,Arkansas,Pope County,61754
50,3,7,5,117,Arkansas,Prairie County,8715
50,3,7,5,119,Arkansas,Pulaski County,382748
50,3,7,5,121,Arkansas,Randolph County,17969
50,3,7,5,123,Arkansas,St. Francis County,28258
50,3,7,5,125,Arkansas,Saline County,107118
50,3,7,5,127,Arkansas,Scott County,11233
50,3,7,5,129,Arkansas,Searcy County,8195
50,3,7,5,131,Arkansas,Sebastian County,125744
50,3,7,5,133,Arkansas,Sevier County,17058
50,3,7,5,135,Arkansas,Sharp County,17264
50,3,7,5,137,Arkansas,Stone County,12394
50,3,7,5,139,Arkansas,Union County,41639
50,3,7,5,141,Arkansas,Van Buren County,17295
50,3,7,5,143,Arkansas,Washington County,203065
50,3,7,5,145,Arkansas,White County,77076
50,3,7,5,147,Arkansas,Woodruff County,7260
50,3,7,5,149,Arkansas,Yell County,22185
40,4,9,6,0,California,California,37253956
50,4,9,6,1,California,Alameda County,1510271
50,4,9,6,3,California,Alpine County,1175
50,4,9,6,5,California,Amador County,38091
50,4,9,6,7,California,Butte County,220000
50,4,9,6,9,California,Calaveras County,45578
50,4,9,6,11,California,Colusa County,21419
50,4,9,6,13,California,Contra Costa County,1049025
50,4,9,6,15,California,Del Norte County,28610
50,4,9,6,17,California,El Dorado County,181058
50,4,9,6,19,California,Fresno County,930450
50,4,9,6,21,California,Glenn County,28122
50,4,9,6,23,California,Humboldt County,134623
50,4,9,6,25,California,Imperial County,174528
50,4,9,6,27,California,Inyo County,18546
50,4,9,6,29,California,Kern County,839631
50,4,9,6,31,California,Kings County,152982
50,4,9,6,33,California,Lake County,64665
50,4,9,6,35,California,Lassen County,34895
50,4,9,6,37,California,Los Angeles County,9818605
50,4,9,6,39,California,Madera County,150865
50,4,9,6,41,California,Marin County,252409
50,4,9,6,43,California,Mariposa County,18251
50,4,9,6,45,California,Mendocino County,87841
50,4,9,6,47,California,Merced County,255793
50,4,9,6,49,California,Modoc County,9686
50,4,9,6,51,California,Mono County,14202
50,4,9,6,53,California,Monterey County,415057
50,4,9,6,55,California,Napa County,136484
50,4,9,6,57,California,Nevada County,98764
50,4,9,6,59,California,Orange County,3010232
50,4,9,6,61,California,Placer County,348432
50,4,9,6,63,California,Plumas County,20007
50,4,9,6,65,California,Riverside County,2189641
50,4,9,6,67,California,Sacramento County,1418788
50,4,9,6,69,California,San Benito County,55269
50,4,9,6,71,California,San Bernardino County,2035210
50,4,9,6,73,California,San Diego County,3095313
50,4,9,6,75,California,San Francisco County,805235
50,4,9,6,77,California,San Joaquin County,685306
50,4,9,6,79,California,San Luis Obispo County,269637
50,4,9,6,81,California,San Mateo County,718451
50,4,9,6,83,California,Santa Barbara County,423895
50,4,9,6,85,California,Santa Clara County,1781642
50,4,9,6,87,California,Santa Cruz County,262382
50,4,9,6,89,California,Shasta County,177223
50,4,9,6,91,California,Sierra County,3240
50,4,9,6,93,California,Siskiyou County,44900
50,4,9,6,95,California,Solano County,413344
50,4,9,6,97,California,Sonoma County,483878
50,4,9,6,99,California,Stanislaus County,514453
50,4,9,6,101,California,Sutter County,94737
50,4,9,6,103,California,Tehama County,63463
50,4,9,6,105,California,Trinity County,13786
50,4,9,6,107,California,Tulare County,442179
50,4,9,6,109,California,Tuolumne County,55365
50,4,9,6,111,California,Ventura County,823318
50,4,9,6,113,California,Yolo County,200849
50,4,9,6,115,California,Yuba County,72155
40,4,8,8,0,Colorado,Colorado,5029196
50,4,8,8,1,Colorado,Adams County,441603
50,4,8,8,3,Colorado,Alamosa County,15445
50,4,8,8,5,Colorado,Arapahoe County,572003
50,4,8,8,7,Colorado,Archuleta County,12084
50,4,8,8,9,Colorado,Baca County,3788
50,4,8,8,11,Colorado,Bent County,6499
50,4,8,8,13,Colorado,Boulder County,294567
50,4,8,8,14,Colorado,Broomfield County,55889
50,4,8,8,15,Colorado,Chaffee County,17809
50,4,8,8,17,Colorado,Cheyenne County,1836
50,4,8,8,19,Colorado,Clear Creek County,9088
50,4,8,8,21,Colorado,Conejos County,8256
50,4,8,8,23,Colorado,Costilla County,3524
50,4,8,8,25,Colorado,Crowley County,5823
50,4,8,8,27,Colorado,Custer County,4255
50,4,8,8,29,Colorado,Delta County,30952
50,4,8,8,31,Colorado,Denver County,600158
50,4,8,8,33,Colorado,Dolores County,2064
50,4,8,8,35,Colorado,Douglas County,285465
50,4,8,8,37,Colorado,Eagle County,52197
50,4,8,8,39,Colorado,Elbert County,23086
50,4,8,8,41,Colorado,El Paso County,622263
50,4,8,8,43,Colorado,Fremont County,46824
50,4,8,8,45,Colorado,Garfield County,56389
50,4,8,8,47,Colorado,Gilpin County,5441
50,4,8,8,49,Colorado,Grand County,14843
50,4,8,8,51,Colorado,Gunnison County,15324
50,4,8,8,53,Colorado,Hinsdale County,843
50,4,8,8,55,Colorado,Huerfano County,6711
50,4,8,8,57,Colorado,Jackson County,1394
50,4,8,8,59,Colorado,Jefferson County,534543
50,4,8,8,61,Colorado,Kiowa County,1398
50,4,8,8,63,Colorado,Kit Carson County,8270
50,4,8,8,65,Colorado,Lake County,7310
50,4,8,8,67,Colorado,La Plata County,51334
50,4,8,8,69,Colorado,Larimer County,299630
50,4,8,8,71,Colorado,Las Animas County,15507
50,4,8,8,73,Colorado,Lincoln County,5467
50,4,8,8,75,Colorado,Logan County,22709
50,4,8,8,77,Colorado,Mesa County,146723
50,4,8,8,79,Colorado,Mineral County,712
50,4,8,8,81,Colorado,Moffat County,13795
50,4,8,8,83,Colorado,Montezuma County,25535
50,4,8,8,85,Colorado,Montrose County,41276
50,4,8,8,87,Colorado,Morgan County,28159
50,4,8,8,89,Colorado,Otero County,18831
50,4,8,8,91,Colorado,Ouray County,4436
50,4,8,8,93,Colorado,Park County,16206
50,4,8,8,95,Colorado,Phillips County,4442
50,4,8,8,97,Colorado,Pitkin County,17148
50,4,8,8,99,Colorado,Prowers County,12551
50,4,8,8,101,Colorado,Pueblo County,159063
50,4,8,8,103,Colorado,Rio Blanco County,6666
50,4,8,8,105,Colorado,Rio Grande County,11982
50,4,8,8,107,Colorado,Routt County,23509
50,4,8,8,109,Colorado,Saguache County,6108
50,4,8,8,111,Colorado,San Juan County,699
50,4,8,8,113,Colorado,San Miguel County,7359
50,4,8,8,115,Colorado,Sedgwick County,2379
50,4,8,8,117,Colorado,Summit County,27994
50,4,8,8,119,Colorado,Teller County,23350
50,4,8,8,121,Colorado,Washington County,4814
50,4,8,8,123,Colorado,Weld County,252825
50,4,8,8,125,Colorado,Yuma County,10043
40,1,1,9,0,Connecticut,Connecticut,3574097
50,1,1,9,1,Connecticut,Fairfield County,916829
50,1,1,9,3,Connecticut,Hartford County,894014
50,1,1,9,5,Connecticut,Litchfield County,189927
50,1,1,9,7,Connecticut,Middlesex County,165676
50,1,1,9,9,Connecticut,New Haven County,862477
50,1,1,9,11,Connecticut,New London County,274055
50,1,1,9,13,Connecticut,Tolland County,152691
50,1,1,9,15,Connecticut,Windham County,118428
40,3,5,10,0,Delaware,Delaware,897934
50,3,5,10,1,Delaware,Kent County,162310
50,3,5,10,3,Delaware,New Castle County,538479
50,3,5,10,5,Delaware,Sussex County,197145
40,3,5,11,0,District of Columbia,District of Columbia,601723
50,3,5,11,1,District of Columbia,District of Columbia,601723
40,3,5,12,0,Florida,Florida,18801310
50,3,5,12,1,Florida,Alachua County,247336
50,3,5,12,3,Florida,Baker County,27115
50,3,5,12,5,Florida,Bay County,168852
50,3,5,12,7,Florida,Bradford County,28520
50,3,5,12,9,Florida,Brevard County,543376
50,3,5,12,11,Florida,Broward County,1748066
50,3,5,12,13,Florida,Calhoun County,14625
50,3,5,12,15,Florida,Charlotte County,159978
50,3,5,12,17,Florida,Citrus County,141236
50,3,5,12,19,Florida,Clay County,190865
50,3,5,12,21,Florida,Collier County,321520
50,3,5,12,23,Florida,Columbia County,67531
50,3,5,12,27,Florida,DeSoto County,34862
50,3,5,12,29,Florida,Dixie County,16422
50,3,5,12,31,Florida,Duval County,864263
50,3,5,12,33,Florida,Escambia County,297619
50,3,5,12,35,Florida,Flagler County,95696
50,3,5,12,37,Florida,Franklin County,11549
50,3,5,12,39,Florida,Gadsden County,46389
50,3,5,12,41,Florida,Gilchrist County,16939
50,3,5,12,43,Florida,Glades County,12884
50,3,5,12,45,Florida,Gulf County,15863
50,3,5,12,47,Florida,Hamilton County,14799
50,3,5,12,49,Florida,Hardee County,27731
50,3,5,12,51,Florida,Hendry County,39140
50,3,5,12,53,Florida,Hernando County,172778
50,3,5,12,55,Florida,Highlands County,98786
50,3,5,12,57,Florida,Hillsborough County,1229226
50,3,5,12,59,Florida,Holmes County,19927
50,3,5,12,61,Florida,Indian River County,138028
50,3,5,12,63,Florida,Jackson County,49746
50,3,5,12,65,Florida,Jefferson County,14761
50,3,5,12,67,Florida,Lafayette County,8870
50,3,5,12,69,Florida,Lake County,297052
50,3,5,12,71,Florida,Lee County,618754
50,3,5,12,73,Florida,Leon County,275487
50,3,5,12,75,Florida,Levy County,40801
50,3,5,12,77,Florida,Liberty County,8365
50,3,5,12,79,Florida,Madison County,19224
50,3,5,12,81,Florida,Manatee County,322833
50,3,5,12,83,Florida,Marion County,331298
50,3,5,12,85,Florida,Martin County,146318
50,3,5,12,86,Florida,Miami-Dade County,2496435
50,3,5,12,87,Florida,Monroe County,73090
50,3,5,12,89,Florida,Nassau County,73314
50,3,5,12,91,Florida,Okaloosa County,180822
50,3,5,12,93,Florida,Okeechobee County,39996
50,3,5,12,95,Florida,Orange County,1145956
50,3,5,12,97,Florida,Osceola County,268685
50,3,5,12,99,Florida,Palm Beach County,1320134
50,3,5,12,101,Florida,Pasco County,464697
50,3,5,12,103,Florida,Pinellas County,916542
50,3,5,12,105,Florida,Polk County,602095
50,3,5,12,107,Florida,Putnam County,74364
50,3,5,12,109,Florida,St. Johns County,190039
50,3,5,12,111,Florida,St. Lucie County,277789
50,3,5,12,113,Florida,Santa Rosa County,151372
50,3,5,12,115,Florida,Sarasota County,379448
50,3,5,12,117,Florida,Seminole County,422718
50,3,5,12,119,Florida,Sumter County,93420
50,3,5,12,121,Florida,Suwannee County,41551
50,3,5,12,123,Florida,Taylor County,22570
50,3,5,12,125,Florida,Union County,15535
50,3,5,12,127,Florida,Volusia County,494593
50,3,5,12,129,Florida,Wakulla County,30776
50,3,5,12,131,Florida,Walton County,55043
50,3,5,12,133,Florida,Washington County,24896
40,3,5,13,0,Georgia,Georgia,9687653
50,3,5,13,1,Georgia,Appling County,18236
50,3,5,13,3,Georgia,Atkinson County,8375
50,3,5,13,5,Georgia,Bacon County,11096
50,3,5,13,7,Georgia,Baker County,3451
50,3,5,13,9,Georgia,Baldwin County,45720
50,3,5,13,11,Georgia,Banks County,18395
50,3,5,13,13,Georgia,Barrow County,69367
50,3,5,13,15,Georgia,Bartow County,100157
50,3,5,13,17,Georgia,Ben Hill County,17634
50,3,5,13,19,Georgia,Berrien County,19286
50,3,5,13,21,Georgia,Bibb County,155547
50,3,5,13,23,Georgia,Bleckley County,13063
50,3,5,13,25,Georgia,Brantley County,18411
50,3,5,13,27,Georgia,Brooks County,16243
50,3,5,13,29,Georgia,Bryan County,30233
50,3,5,13,31,Georgia,Bulloch County,70217
50,3,5,13,33,Georgia,Burke County,23316
50,3,5,13,35,Georgia,Butts County,23655
50,3,5,13,37,Georgia,Calhoun County,6694
50,3,5,13,39,Georgia,Camden County,50513
50,3,5,13,43,Georgia,Candler County,10998
50,3,5,13,45,Georgia,Carroll County,110527
50,3,5,13,47,Georgia,Catoosa County,63942
50,3,5,13,49,Georgia,Charlton County,12171
50,3,5,13,51,Georgia,Chatham County,265128
50,3,5,13,53,Georgia,Chattahoochee County,11267
50,3,5,13,55,Georgia,Chattooga County,26015
50,3,5,13,57,Georgia,Cherokee County,214346
50,3,5,13,59,Georgia,Clarke County,116714
50,3,5,13,61,Georgia,Clay County,3183
50,3,5,13,63,Georgia,Clayton County,259424
50,3,5,13,65,Georgia,Clinch County,6798
50,3,5,13,67,Georgia,Cobb County,688078
50,3,5,13,69,Georgia,Coffee County,42356
50,3,5,13,71,Georgia,Colquitt County,45498
50,3,5,13,73,Georgia,Columbia County,124053
50,3,5,13,75,Georgia,Cook County,17212
50,3,5,13,77,Georgia,Coweta County,127317
50,3,5,13,79,Georgia,Crawford County,12630
50,3,5,13,81,Georgia,Crisp County,23439
50,3,5,13,83,Georgia,Dade County,16633
50,3,5,13,85,Georgia,Dawson County,22330
50,3,5,13,87,Georgia,Decatur County,27842
50,3,5,13,89,Georgia,DeKalb County,691893
50,3,5,13,91,Georgia,Dodge County,21796
50,3,5,13,93,Georgia,Dooly County,14918
50,3,5,13,95,Georgia,Dougherty County,94565
50,3,5,13,97,Georgia,Douglas County,132403
50,3,5,13,99,Georgia,Early County,11008
50,3,5,13,101,Georgia,Echols County,4034
50,3,5,13,103,Georgia,Effingham County,52250
50,3,5,13,105,Georgia,Elbert County,20166
50,3,5,13,107,Georgia,Emanuel County,22598
50,3,5,13,109,Georgia,Evans County,11000
50,3,5,13,111,Georgia,Fannin County,23682
50,3,5,13,113,Georgia,Fayette County,106567
50,3,5,13,115,Georgia,Floyd County,96317
50,3,5,13,117,Georgia,Forsyth County,175511
50,3,5,13,119,Georgia,Franklin County,22084
50,3,5,13,121,Georgia,Fulton County,920581
50,3,5,13,123,Georgia,Gilmer County,28292
50,3,5,13,125,Georgia,Glascock County,3082
50,3,5,13,127,Georgia,Glynn County,79626
50,3,5,13,129,Georgia,Gordon County,55186
50,3,5,13,131,Georgia,Grady County,25011
50,3,5,13,133,Georgia,Greene County,15994
50,3,5,13,135,Georgia,Gwinnett County,805321
50,3,5,13,137,Georgia,Habersham County,43041
50,3,5,13,139,Georgia,Hall County,179684
50,3,5,13,141,Georgia,Hancock County,9429
50,3,5,13,143,Georgia,Haralson County,28780
50,3,5,13,145,Georgia,Harris County,32024
50,3,5,13,147,Georgia,Hart County,25213
50,3,5,13,149,Georgia,Heard County,11834
50,3,5,13,151,Georgia,Henry County,203922
50,3,5,13,153,Georgia,Houston County,139900
50,3,5,13,155,Georgia,Irwin County,9538
50,3,5,13,157,Georgia,Jackson County,60485
50,3,5,13,159,Georgia,Jasper County,13900
50,3,5,13,161,Georgia,Jeff Davis County,15068
50,3,5,13,163,Georgia,Jefferson County,16930
50,3,5,13,165,Georgia,Jenkins County,8340
50,3,5,13,167,Georgia,Johnson County,9980
50,3,5,13,169,Georgia,Jones County,28669
50,3,5,13,171,Georgia,Lamar County,18317
50,3,5,13,173,Georgia,Lanier County,10078
50,3,5,13,175,Georgia,Laurens County,48434
50,3,5,13,177,Georgia,Lee County,28298
50,3,5,13,179,Georgia,Liberty County,63453
50,3,5,13,181,Georgia,Lincoln County,7996
50,3,5,13,183,Georgia,Long County,14464
50,3,5,13,185,Georgia,Lowndes County,109233
50,3,5,13,187,Georgia,Lumpkin County,29966
50,3,5,13,189,Georgia,McDuffie County,21875
50,3,5,13,191,Georgia,McIntosh County,14333
50,3,5,13,193,Georgia,Macon County,14740
50,3,5,13,195,Georgia,Madison County,28120
50,3,5,13,197,Georgia,Marion County,8742
50,3,5,13,199,Georgia,Meriwether County,21992
50,3,5,13,201,Georgia,Miller County,6125
50,3,5,13,205,Georgia,Mitchell County,23498
50,3,5,13,207,Georgia,Monroe County,26424
50,3,5,13,209,Georgia,Montgomery County,9123
50,3,5,13,211,Georgia,Morgan County,17868
50,3,5,13,213,Georgia,Murray County,39628
50,3,5,13,215,Georgia,Muscogee County,189885
50,3,5,13,217,Georgia,Newton County,99958
50,3,5,13,219,Georgia,Oconee County,32808
50,3,5,13,221,Georgia,Oglethorpe County,14899
50,3,5,13,223,Georgia,Paulding County,142324
50,3,5,13,225,Georgia,Peach County,27695
50,3,5,13,227,Georgia,Pickens County,29431
50,3,5,13,229,Georgia,Pierce County,18758
50,3,5,13,231,Georgia,Pike County,17869
50,3,5,13,233,Georgia,Polk County,41475
50,3,5,13,235,Georgia,Pulaski County,12010
50,3,5,13,237,Georgia,Putnam County,21218
50,3,5,13,239,Georgia,Quitman County,2513
50,3,5,13,241,Georgia,Rabun County,16276
50,3,5,13,243,Georgia,Randolph County,7719
50,3,5,13,245,Georgia,Richmond County,200549
50,3,5,13,247,Georgia,Rockdale County,85215
50,3,5,13,249,Georgia,Schley County,5010
50,3,5,13,251,Georgia,Screven County,14593
50,3,5,13,253,Georgia,Seminole County,8729
50,3,5,13,255,Georgia,Spalding County,64073
50,3,5,13,257,Georgia,Stephens County,26175
50,3,5,13,259,Georgia,Stewart County,6058
50,3,5,13,261,Georgia,Sumter County,32819
50,3,5,13,263,Georgia,Talbot County,6865
50,3,5,13,265,Georgia,Taliaferro County,1717
50,3,5,13,267,Georgia,Tattnall County,25520
50,3,5,13,269,Georgia,Taylor County,8906
50,3,5,13,271,Georgia,Telfair County,16500
50,3,5,13,273,Georgia,Terrell County,9315
50,3,5,13,275,Georgia,Thomas County,44720
50,3,5,13,277,Georgia,Tift County,40118
50,3,5,13,279,Georgia,Toombs County,27223
50,3,5,13,281,Georgia,Towns County,10471
50,3,5,13,283,Georgia,Treutlen County,6885
50,3,5,13,285,Georgia,Troup County,67044
50,3,5,13,287,Georgia,Turner County,8930
50,3,5,13,289,Georgia,Twiggs County,9023
50,3,5,13,291,Georgia,Union County,21356
50,3,5,13,293,Georgia,Upson County,27153
50,3,5,13,295,Georgia,Walker County,68756
50,3,5,13,297,Georgia,Walton County,83768
50,3,5,13,299,Georgia,Ware County,36312
50,3,5,13,301,Georgia,Warren County,5834
50,3,5,13,303,Georgia,Washington County,21187
50,3,5,13,305,Georgia,Wayne County,30099
50,3,5,13,307,Georgia,Webster County,2799
50,3,5,13,309,Georgia,Wheeler County,7421
50,3,5,13,311,Georgia,White County,27144
50,3,5,13,313,Georgia,Whitfield County,102599
50,3,5,13,315,Georgia,Wilcox County,9255
50,3,5,13,317,Georgia,Wilkes County,10593
50,3,5,13,319,Georgia,Wilkinson County,9563
50,3,5,13,321,Georgia,Worth County,21679
40,4,9,15,0,Hawaii,Hawaii,1360301
50,4,9,15,1,Hawaii,Hawaii County,185079
50,4,9,15,3,Hawaii,Honolulu County,953207
50,4,9,15,5,Hawaii,Kalawao County,90
50,4,9,15,7,Hawaii,Kauai County,67091
50,4,9,15,9,Hawaii,Maui County,154834
40,4,8,16,0,Idaho,Idaho,1567582
50,4,8,16,1,Idaho,Ada County,392365
50,4,8,16,3,Idaho,Adams County,3976
50,4,8,16,5,Idaho,Bannock County,82839
50,4,8,16,7,Idaho,Bear Lake County,5986
50,4,8,16,9,Idaho,Benewah County,9285
50,4,8,16,11,Idaho,Bingham County,45607
50,4,8,16,13,Idaho,Blaine County,21376
50,4,8,16,15,Idaho,Boise County,7028
50,4,8,16,17,Idaho,Bonner County,40877
50,4,8,16,19,Idaho,Bonneville County,104234
50,4,8,16,21,Idaho,Boundary County,10972
50,4,8,16,23,Idaho,Butte County,2891
50,4,8,16,25,Idaho,Camas County,1117
50,4,8,16,27,Idaho,Canyon County,188923
50,4,8,16,29,Idaho,Caribou County,6963
